type,cytoband,gene
Deletion,2q37.3,ANO7
Deletion,2q37.3,PRLH
Deletion,2q37.3,THAP4
Deletion,2q37.3,ANKMY1
Deletion,2q37.3,SCLY
Deletion,2q37.3,ASB1
Deletion,2q37.3,UGT1A10
Deletion,2q37.3,UGT1A8
Deletion,2q37.3,UGT1A7
Deletion,2q37.3,UGT1A6
Deletion,2q37.3,UGT1A5
Deletion,2q37.3,UGT1A9
Deletion,2q37.3,UGT1A4
Deletion,2q37.3,UGT1A1
Deletion,2q37.3,UGT1A3
Deletion,2q37.3,ATG16L1
Deletion,2q37.3,USP40
Deletion,2q37.3,HJURP
Deletion,2q37.3,HES6
Deletion,2q37.3,ACKR3
Deletion,2q37.3,RNPEPL1
Deletion,2q37.3,GAL3ST2
Deletion,2q37.3,RAB17
Deletion,2q37.3,TRPM8
Deletion,2q37.3,MLPH
Deletion,2q37.3,IQCA1
Deletion,2q37.3,C2orf54
Deletion,2q37.3,ILKAP
Deletion,2q37.3,ING5
Deletion,2q37.3,MGC16025
Deletion,2q37.3,AGAP1
Deletion,2q37.3,TWIST2
Deletion,2q37.3,NEU4
Deletion,2q37.3,MTERF4
Deletion,2q37.3,UBE2F
Deletion,2q37.3,OTOS
Deletion,2q37.3,COPS9
Deletion,2q37.3,OR6B3
Deletion,2q37.3,ERFE
Deletion,2q37.3,MSL3P1
Deletion,2q37.3,RTP5
Deletion,2q37.3,DUSP28
Deletion,2q37.3,MROH2A
Deletion,2q37.3,ESPNL
Deletion,2q37.3,RBM44
Deletion,2q37.3,AQP12A
Deletion,2q37.3,KLHL30
Deletion,2q37.3,C2orf82
Deletion,2q37.3,OR6B2
Deletion,2q37.3,ASB18
Deletion,2q37.3,FLJ43879
Deletion,2q37.3,DNAJB3
Deletion,2q37.3,AQP12B
Deletion,2q37.3,D2HGDH
Deletion,2q37.3,PP14571
Deletion,2q37.3,BOK-AS1
Deletion,2q37.3,AGAP1-IT1
Deletion,2q37.3,UBE2F-SCLY
Deletion,2q37.3,CAPN10-AS1
